Laikotarpis;Rodiklis;Administracinė teritorija;Amžius (0–14, 65 ir vyresni);Matavimo vienetai;Reikšmė
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;35
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;33
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;32
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;31
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;30
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;29
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;28
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;25
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;24
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;23
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;23
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;22
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;21
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;21
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;21
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;21
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;22
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Akmenės r. sav.;0–14;asmenys;22
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;35
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;33
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;32
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;31
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;30
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;29
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;27
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;25
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;24
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;23
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;23
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;22
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;21
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;21
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;21
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;21
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;21
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Joniškio r. sav.;0–14;asmenys;21
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;34
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;33
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;32
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;31
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;29
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;28
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;27
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;25
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;24
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;23
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;22
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;22
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;21
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;20
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;20
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;20
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;20
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Kelmės r. sav.;0–14;asmenys;20
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;34
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;33
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;32
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;31
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;30
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;29
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;28
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;27
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;26
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;25
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;24
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;23
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;23
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;22
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;22
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;21
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;21
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;21
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pakruojo r. sav.;0–14;asmenys;21
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;33
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;32
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;31
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;30
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;29
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;28
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;27
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;25
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;24
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;24
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;24
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;23
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;23
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;22
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;23
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;23
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;23
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Radviliškio r. sav.;0–14;asmenys;23
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;28
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;26
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;25
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;24
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;23
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;22
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;21
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;20
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;19
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;19
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;21
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;21
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;21
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;21
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;21
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;22
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;22
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;22
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių m. sav.;0–14;asmenys;22
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;35
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;34
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;32
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;32
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;30
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;29
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;27
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;26
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;25
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;24
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;23
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;22
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;22
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;21
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;20
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;21
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;21
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;22
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šiaulių r. sav.;0–14;asmenys;22
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;33
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;32
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;30
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;30
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;29
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;28
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;27
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;25
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;25
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;24
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;23
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;23
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;22
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;22
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;22
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;22
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;22
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;23
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Jurbarko r. sav.;0–14;asmenys;22
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;38
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;36
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;35
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;34
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;33
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;32
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;30
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;29
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;28
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;27
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;25
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;25
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;25
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;24
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;23
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;22
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;23
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;23
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Pagėgių sav.;0–14;asmenys;23
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;42
2002;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;40
2003;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;38
2004;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;37
2005;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;36
2006;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;34
2007;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;32
2008;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;30
2009;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;28
2010;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;27
2011;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;25
2012;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;24
2013;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;24
2014;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;23
2015;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;23
2016;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;23
2017;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;23
2018;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;23
2019;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Šilalės r. sav.;0–14;asmenys;23
2001;Išlaikomo amžiaus žmonių koeficientas metų pradžioje;Tauragės r. sav.;0–14;asmenys;35
