Laikotarpis;Rodiklis;Administracinė teritorija;Amžius;Lytis;Matavimo vienetai;Reikšmė
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;14.2
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;14.6
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;14.9
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;15.1
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;15.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;15.7
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;16.0
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;16.4
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;16.8
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai ir moterys;proc.;17.0
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.7
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.3
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.0
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.7
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.5
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.4
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.3
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.2
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.2
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.3
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.6
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.7
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;7.8
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.0
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.2
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.4
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.6
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Vyrai;proc.;8.7
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;8.3
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;8.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.7
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.4
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.2
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;6.9
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;6.8
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;6.8
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;6.9
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.1
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.3
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.4
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.6
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.7
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;7.8
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;8.0
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;8.2
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus m. sav.;0–14;Moterys;proc.;8.3
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;20.3
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;19.7
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;19.0
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;18.2
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;17.7
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;17.2
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.7
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.3
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.1
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.2
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;17.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;17.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;17.2
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.9
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.8
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.7
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.6
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.5
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai ir moterys;proc.;16.5
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;10.6
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;10.2
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;9.9
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;9.5
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;9.2
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;9.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.7
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.5
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.4
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.5
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;9.0
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;9.0
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.8
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.6
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.6
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.5
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.5
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.4
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Vyrai;proc.;8.4
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;9.7
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;9.5
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;9.1
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.7
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.5
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.2
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;7.8
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;7.7
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;7.7
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.5
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.4
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.3
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.2
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.2
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.1
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.1
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vilniaus r. sav.;0–14;Moterys;proc.;8.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;20.3
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;19.5
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;18.8
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;18.2
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;17.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;17.0
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;16.4
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;15.8
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;15.4
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;15.1
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.9
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.7
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.5
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.3
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.3
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.4
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.5
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai ir moterys;proc.;14.6
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;10.4
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;10.0
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;9.6
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;9.3
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;9.0
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;8.7
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;8.4
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;8.1
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.9
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.7
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.7
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.5
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.5
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.4
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.3
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.3
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.4
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.4
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Vyrai;proc.;7.5
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;9.9
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;9.5
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;9.2
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;8.9
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;8.6
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;8.3
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;8.0
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.7
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.5
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.4
2011;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.2
2012;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.2
2013;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.0
2014;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.0
2015;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.0
2016;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.0
2017;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.0
2018;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.1
2019;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Vidurio ir vakarų Lietuvos regionas;0–14;Moterys;proc.;7.1
2001;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;20.2
2002;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;19.5
2003;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;18.7
2004;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;18.1
2005;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;17.5
2006;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;16.9
2007;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;16.3
2008;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;15.5
2009;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;15.0
2010;Nuolatinių gyventojų amžiaus struktūra metų pradžioje;Alytaus apskritis;0–14;Vyrai ir moterys;proc.;14.6
